size;num_tests;p;c
11;100;0.5;0.8466942
11;100;0.51;0.9214051
11;100;0.52;0.8959503
11;100;0.53;0.94578505
11;100;0.54;0.96619827
11;100;0.55;0.96140486
11;100;0.56;0.97421485
11;100;0.57;0.9792562
11;100;0.58;0.99206614
11;100;0.59;0.9893388
11;100;0.6;0.99338853
11;100;0.61;0.99305785
11;100;0.62;0.9952066
11;100;0.63;0.99570245
11;100;0.64;0.99570245
11;100;0.65;0.9976859
11;100;0.66;0.9966942
11;100;0.67;0.9938016
11;100;0.68;0.9989256
11;100;0.69;0.99801654
11;100;0.7;0.99966943
11;100;0.71;0.99966943
11;100;0.72;1.0
11;100;0.73;0.99966943
11;100;0.74;0.99966943
11;100;0.75;0.99933887
11;100;0.76;0.99966943
11;100;0.77;0.998843
11;100;0.78;0.99933887
11;100;0.79;0.99933887
11;100;0.8;1.0
11;100;0.81;0.99966943
11;100;0.82;1.0
11;100;0.83;1.0
11;100;0.84;1.0
11;100;0.85;1.0
11;100;0.86;0.99966943
11;100;0.87;1.0
11;100;0.88;1.0
11;100;0.89;1.0
11;100;0.9;1.0
11;100;0.91;1.0
11;100;0.92;1.0
11;100;0.93;0.99966943
11;100;0.94;1.0
11;100;0.95;1.0
11;100;0.96;1.0
11;100;0.97;1.0
11;100;0.98;1.0
11;100;0.99;1.0
11;100;1.0;1.0
12;100;0.0;1.0
12;100;0.01;0.98465264
12;100;0.02;0.9485416
12;100;0.03;0.89479125
12;100;0.04;0.84444445
12;100;0.05;0.7752776
12;100;0.06;0.72034734
12;100;0.07;0.66284704
12;100;0.08;0.60076386
12;100;0.09;0.53937507
12;100;0.1;0.5169443
12;100;0.11;0.43847215
12;100;0.12;0.3878473
12;100;0.13;0.36222216
12;100;0.14;0.3152083
12;100;0.15;0.26847225
12;100;0.16;0.22881944
12;100;0.17;0.20451385
12;100;0.18;0.19062498
12;100;0.19;0.17374998
12;100;0.2;0.1475694
12;100;0.21;0.14076388
12;100;0.22;0.14284721
12;100;0.23;0.10965276
12;100;0.24;0.10256944
12;100;0.25;0.08125001
12;100;0.26;0.09402778
12;100;0.27;0.081388906
12;100;0.28;0.076597236
12;100;0.29;0.073055565
12;100;0.3;0.12180557
12;100;0.31;0.082430564
12;100;0.32;0.09416666
12;100;0.33;0.11673611
12;100;0.34;0.1309722
12;100;0.35;0.1495139
12;100;0.36;0.2014584
12;100;0.37;0.22243056
12;100;0.38;0.2606944
12;100;0.39;0.3131945
12;100;0.4;0.31743056
12;100;0.41;0.44902778
12;100;0.42;0.5215971
12;100;0.43;0.5463888
12;100;0.44;0.5440278
12;100;0.45;0.6395833
12;100;0.46;0.68576384
12;100;0.47;0.7466667
12;100;0.48;0.79374987
12;100;0.49;0.7495138
12;100;0.5;0.887361
12;100;0.51;0.8954165
12;100;0.52;0.92694443
12;100;0.53;0.930972
12;100;0.54;0.96402764
12;100;0.55;0.9618748
12;100;0.56;0.9627081
12;100;0.57;0.97833323
12;100;0.58;0.9754859
12;100;0.59;0.99013877
12;100;0.6;0.9888887
12;100;0.61;0.9932638
12;100;0.62;0.99499995
12;100;0.63;0.9937499
12;100;0.64;0.995486
12;100;0.65;0.99638885
12;100;0.66;0.9971527
12;100;0.67;0.9980555
12;100;0.68;0.99888885
12;100;0.69;0.99888885
12;100;0.7;0.9980555
12;100;0.71;0.99916667
12;100;0.72;0.99888885
12;100;0.73;1.0
12;100;0.74;0.9983333
12;100;0.75;1.0
12;100;0.76;0.9994444
12;100;0.77;0.9994444
12;100;0.78;1.0
12;100;0.79;1.0
12;100;0.8;1.0
12;100;0.81;0.99972224
12;100;0.82;1.0
12;100;0.83;1.0
12;100;0.84;1.0
12;100;0.85;1.0
12;100;0.86;1.0
12;100;0.87;1.0
12;100;0.88;1.0
12;100;0.89;0.99972224
12;100;0.9;1.0
12;100;0.91;1.0
12;100;0.92;1.0
12;100;0.93;1.0
12;100;0.94;1.0
12;100;0.95;1.0
12;100;0.96;1.0
12;100;0.97;1.0
12;100;0.98;1.0
12;100;0.99;1.0
12;100;1.0;1.0
13;100;0.0;1.0
13;100;0.01;0.98213035
13;100;0.02;0.95118386
13;100;0.03;0.8786984
13;100;0.04;0.83668673
13;100;0.05;0.7537871
13;100;0.06;0.71573997
13;100;0.07;0.64994097
13;100;0.08;0.5480473
13;100;0.09;0.48940825
13;100;0.1;0.4694083
13;100;0.11;0.40958583
13;100;0.12;0.36769235
13;100;0.13;0.32118344
13;100;0.14;0.26224855
13;100;0.15;0.23449707
13;100;0.16;0.1852663
13;100;0.17;0.17715977
13;100;0.18;0.15295863
13;100;0.19;0.13893493
13;100;0.2;0.11023671
13;100;0.21;0.10775147
13;100;0.22;0.095266275
13;100;0.23;0.06881658
13;100;0.24;0.07905324
13;100;0.25;0.07994084
13;100;0.26;0.053195268
13;100;0.27;0.051420115
13;100;0.28;0.053727817
13;100;0.29;0.05520711
13;100;0.3;0.054733716
13;100;0.31;0.059289932
13;100;0.32;0.062011838
13;100;0.33;0.07130176
13;100;0.34;0.07526627
13;100;0.35;0.11857989
13;100;0.36;0.13562135
13;100;0.37;0.16532539
13;100;0.38;0.17230767
13;100;0.39;0.27384615
13;100;0.4;0.29029584
13;100;0.41;0.28485215
13;100;0.42;0.36958572
13;100;0.43;0.46615383
13;100;0.44;0.49355018
13;100;0.45;0.60591704
13;100;0.46;0.5894084
13;100;0.47;0.7526626
13;100;0.48;0.7354439
13;100;0.49;0.81106514
13;100;0.5;0.84497035
13;100;0.51;0.90532565
13;100;0.52;0.91940826
13;100;0.53;0.95662713
13;100;0.54;0.9609468
13;100;0.55;0.9727811
13;100;0.56;0.9685208
13;100;0.57;0.97508883
13;100;0.58;0.9914794
13;100;0.59;0.9901183
13;100;0.6;0.9908284
13;100;0.61;0.9949705
13;100;0.62;0.9936687
13;100;0.63;0.9967455
13;100;0.64;0.9956804
13;100;0.65;0.99721885
13;100;0.66;0.9957988
13;100;0.67;0.99739647
13;100;0.68;0.9985799
13;100;0.69;0.99857986
13;100;0.7;0.99929
13;100;0.71;1.0
13;100;0.72;0.9997633
13;100;0.73;0.9997633
13;100;0.74;0.99857986
13;100;0.75;0.99928993
13;100;0.76;1.0
13;100;0.77;1.0
13;100;0.78;0.9997633
13;100;0.79;0.9995267
13;100;0.8;0.9995267
13;100;0.81;1.0
13;100;0.82;0.9995266
13;100;0.83;1.0
13;100;0.84;1.0
13;100;0.85;1.0
13;100;0.86;1.0
13;100;0.87;1.0
13;100;0.88;1.0
13;100;0.89;1.0
13;100;0.9;1.0
13;100;0.91;1.0
13;100;0.92;1.0
13;100;0.93;1.0
13;100;0.94;1.0
13;100;0.95;1.0
13;100;0.96;1.0
13;100;0.97;1.0
13;100;0.98;1.0
13;100;0.99;1.0
13;100;1.0;1.0
14;100;0.0;1.0
14;100;0.01;0.9777038
14;100;0.02;0.92851996
14;100;0.03;0.8827548
14;100;0.04;0.7968368
14;100;0.05;0.73836744
14;100;0.06;0.65020394
14;100;0.07;0.60086733
14;100;0.08;0.5360713
14;100;0.09;0.49341828
14;100;0.1;0.4140816
14;100;0.11;0.35117352
14;100;0.12;0.32311234
14;100;0.13;0.27173465
14;100;0.14;0.230102
14;100;0.15;0.20249999
14;100;0.16;0.17423469
14;100;0.17;0.14948978
14;100;0.18;0.11928572
14;100;0.19;0.107755095
14;100;0.2;0.087346956
14;100;0.21;0.07826532
14;100;0.22;0.08413265
14;100;0.23;0.06500001
14;100;0.24;0.05561226
14;100;0.25;0.044285726
14;100;0.26;0.038316328
14;100;0.27;0.04056123
14;100;0.28;0.034540817
14;100;0.29;0.03306123
14;100;0.3;0.036479603
14;100;0.31;0.038112253
14;100;0.32;0.031989805
14;100;0.33;0.06790818
14;100;0.34;0.06622451
14;100;0.35;0.08377552
14;100;0.36;0.112295926
14;100;0.37;0.11178574
14;100;0.38;0.15403065
14;100;0.39;0.20974495
14;100;0.4;0.20035718
14;100;0.41;0.25607148
14;100;0.42;0.3306122
14;100;0.43;0.39250004
14;100;0.44;0.41556114
14;100;0.45;0.47438774
14;100;0.46;0.6108163
14;100;0.47;0.6694898
14;100;0.48;0.7656121
14;100;0.49;0.79816324
14;100;0.5;0.80010206
14;100;0.51;0.9001528
14;100;0.52;0.927806
14;100;0.53;0.9107141
14;100;0.54;0.9630612
14;100;0.55;0.96653056
14;100;0.56;0.9859183
14;100;0.57;0.9771428
14;100;0.58;0.9806123
14;100;0.59;0.98938775
14;100;0.6;0.9932142
14;100;0.61;0.9933674
14;100;0.62;0.9957142
14;100;0.63;0.9943367
14;100;0.64;0.9981633
14;100;0.65;0.9987755
14;100;0.66;0.9989286
14;100;0.67;0.99918365
14;100;0.68;0.99918365
14;100;0.69;0.99775505
14;100;0.7;0.99918365
14;100;0.71;1.0
14;100;0.72;0.9997959
14;100;0.73;0.9995918
14;100;0.74;1.0
14;100;0.75;0.9997959
14;100;0.76;0.9997959
14;100;0.77;1.0
14;100;0.78;1.0
14;100;0.79;0.9997959
14;100;0.8;1.0
14;100;0.81;1.0
14;100;0.82;1.0
14;100;0.83;1.0
14;100;0.84;1.0
14;100;0.85;1.0
14;100;0.86;0.9997959
14;100;0.87;1.0
14;100;0.88;1.0
14;100;0.89;1.0
14;100;0.9;1.0
14;100;0.91;1.0
14;100;0.92;1.0
14;100;0.93;1.0
14;100;0.94;1.0
14;100;0.95;0.9997959
14;100;0.96;1.0
14;100;0.97;1.0
14;100;0.98;1.0
14;100;0.99;1.0
14;100;1.0;1.0
15;100;0.0;1.0
15;100;0.01;0.97182226
15;100;0.02;0.926044
15;100;0.03;0.85639983
15;100;0.04;0.78755546
15;100;0.05;0.7236443
15;100;0.06;0.6309778
15;100;0.07;0.55675566
15;100;0.08;0.5045779
15;100;0.09;0.43924463
15;100;0.1;0.3729779
15;100;0.11;0.33746675
15;100;0.12;0.27488887
15;100;0.13;0.23942226
15;100;0.14;0.21324445
15;100;0.15;0.18168887
15;100;0.16;0.15302223
15;100;0.17;0.12564446
15;100;0.18;0.1
15;100;0.19;0.08124444
15;100;0.2;0.078755535
15;100;0.21;0.04311111
15;100;0.22;0.04039999
15;100;0.23;0.05102221
15;100;0.24;0.038488887
15;100;0.25;0.033377778
15;100;0.26;0.034177776
15;100;0.27;0.019644447
15;100;0.28;0.027422223
15;100;0.29;0.022666669
15;100;0.3;0.023466669
15;100;0.31;0.026088895
15;100;0.32;0.02791111
15;100;0.33;0.04288889
15;100;0.34;0.0523111
15;100;0.35;0.034177776
15;100;0.36;0.075111106
15;100;0.37;0.11031107
15;100;0.38;0.12355552
15;100;0.39;0.14613333
15;100;0.4;0.13177778
15;100;0.41;0.16724445
15;100;0.42;0.23884447
15;100;0.43;0.32880005
15;100;0.44;0.39568877
15;100;0.45;0.4642223
15;100;0.46;0.5137778
15;100;0.47;0.6212001
15;100;0.48;0.739911
15;100;0.49;0.7423556
15;100;0.5;0.82813346
15;100;0.51;0.8377779
15;100;0.52;0.91382235
15;100;0.53;0.9332891
15;100;0.54;0.93657774
15;100;0.55;0.9475558
15;100;0.56;0.97497785
15;100;0.57;0.9775557
15;100;0.58;0.98084456
15;100;0.59;0.9898668
15;100;0.6;0.99191123
15;100;0.61;0.99422234
15;100;0.62;0.99671125
15;100;0.63;0.9972002
15;100;0.64;0.9968444
15;100;0.65;0.99817777
15;100;0.66;0.99893343
15;100;0.67;0.9976445
15;100;0.68;0.99964446
15;100;0.69;0.9991112
15;100;0.7;0.9980445
15;100;0.71;0.99928886
15;100;0.72;0.99982226
15;100;0.73;0.9994667
15;100;0.74;0.9994667
15;100;0.75;0.99982226
15;100;0.76;0.9994667
15;100;0.77;0.9994667
15;100;0.78;0.99982226
15;100;0.79;0.99982226
15;100;0.8;1.0
15;100;0.81;1.0
15;100;0.82;0.99982226
15;100;0.83;1.0
15;100;0.84;1.0
15;100;0.85;1.0
15;100;0.86;1.0
15;100;0.87;1.0
15;100;0.88;1.0
15;100;0.89;1.0
15;100;0.9;0.99982226
15;100;0.91;1.0
15;100;0.92;1.0
15;100;0.93;1.0
15;100;0.94;1.0
15;100;0.95;1.0
15;100;0.96;1.0
15;100;0.97;1.0
15;100;0.98;1.0
15;100;0.99;1.0
15;100;1.0;1.0
16;100;0.0;1.0
16;100;0.01;0.9668359
16;100;0.02;0.9084766
16;100;0.03;0.8229687
16;100;0.04;0.7775781
16;100;0.05;0.70109373
16;100;0.06;0.60871094
16;100;0.07;0.53152347
16;100;0.08;0.45929688
16;100;0.09;0.4139844
16;100;0.1;0.3573047
16;100;0.11;0.2788281
16;100;0.12;0.24988282
16;100;0.13;0.20800781
16;100;0.14;0.16976562
16;100;0.15;0.15117188
16;100;0.16;0.1259375
16;100;0.17;0.10070313
16;100;0.18;0.09089844
16;100;0.19;0.0678125
16;100;0.2;0.052109376
16;100;0.21;0.043164063
16;100;0.22;0.0434375
16;100;0.23;0.04175781
16;100;0.24;0.028710937
16;100;0.25;0.028125
16;100;0.26;0.010117187
16;100;0.27;0.02109375
16;100;0.28;0.021015625
16;100;0.29;0.018398438
16;100;0.3;0.0107421875
16;100;0.31;0.027421875
16;100;0.32;0.011796875
16;100;0.33;0.023984374
16;100;0.34;0.035585936
16;100;0.35;0.033203125
16;100;0.36;0.05316406
16;100;0.37;0.061328124
16;100;0.38;0.07472656
16;100;0.39;0.1
16;100;0.4;0.12898438
16;100;0.41;0.15773438
16;100;0.42;0.16710937
16;100;0.43;0.30152345
16;100;0.44;0.3430078
16;100;0.45;0.45863283
16;100;0.46;0.5019141
16;100;0.47;0.52671874
16;100;0.48;0.64347655
16;100;0.49;0.72558594
16;100;0.5;0.7509375
16;100;0.51;0.8503516
16;100;0.52;0.8685547
16;100;0.53;0.9053516
16;100;0.54;0.95390624
16;100;0.55;0.97195315
16;100;0.56;0.9782031
16;100;0.57;0.97515625
16;100;0.58;0.98691404
16;100;0.59;0.975
16;100;0.6;0.99371094
16;100;0.61;0.99375
16;100;0.62;0.99253905
16;100;0.63;0.9963281
16;100;0.64;0.9967578
16;100;0.65;0.99714845
16;100;0.66;0.9980469
16;100;0.67;0.99890625
16;100;0.68;0.99921876
16;100;0.69;0.9990625
16;100;0.7;0.99828124
16;100;0.71;0.99890625
16;100;0.72;0.99921876
16;100;0.73;0.999375
16;100;0.74;0.999375
16;100;0.75;1.0
16;100;0.76;1.0
16;100;0.77;0.9998438
16;100;0.78;0.9996875
16;100;0.79;1.0
16;100;0.8;0.9998438
16;100;0.81;1.0
16;100;0.82;1.0
16;100;0.83;0.9998438
16;100;0.84;0.9998438
16;100;0.85;1.0
16;100;0.86;1.0
16;100;0.87;1.0
16;100;0.88;0.9998438
16;100;0.89;1.0
16;100;0.9;1.0
16;100;0.91;1.0
16;100;0.92;1.0
16;100;0.93;1.0
16;100;0.94;0.9998438
16;100;0.95;1.0
16;100;0.96;1.0
16;100;0.97;1.0
16;100;0.98;1.0
16;100;0.99;1.0
16;100;1.0;1.0
17;100;0.0;1.0
17;100;0.01;0.96429086
17;100;0.02;0.90813166
17;100;0.03;0.8072664
17;100;0.04;0.73619384
17;100;0.05;0.66207623
17;100;0.06;0.57619375
17;100;0.07;0.4933218
17;100;0.08;0.429412
17;100;0.09;0.3371972
17;100;0.1;0.28951558
17;100;0.11;0.25498274
17;100;0.12;0.22086507
17;100;0.13;0.17865051
17;100;0.14;0.15681663
17;100;0.15;0.11193773
17;100;0.16;0.09629759
17;100;0.17;0.09629758
17;100;0.18;0.08204155
17;100;0.19;0.06778548
17;100;0.2;0.058096897
17;100;0.21;0.041937727
17;100;0.22;0.028581321
17;100;0.23;0.03297578
17;100;0.24;0.020657444
17;100;0.25;0.025397925
17;100;0.26;0.009826989
17;100;0.27;0.010726644
17;100;0.28;0.013252595
17;100;0.29;0.016643599
17;100;0.3;0.013737027
17;100;0.31;0.015017305
17;100;0.32;0.013321798
17;100;0.33;0.027301028
17;100;0.34;0.015986161
17;100;0.35;0.038477506
17;100;0.36;0.029861592
17;100;0.37;0.04401384
17;100;0.38;0.058235276
17;100;0.39;0.053425606
17;100;0.4;0.088096894
17;100;0.41;0.13297577
17;100;0.42;0.1244983
17;100;0.43;0.19896191
17;100;0.44;0.303045
17;100;0.45;0.34823525
17;100;0.46;0.44750872
17;100;0.47;0.55830455
17;100;0.48;0.64664376
17;100;0.49;0.66944635
17;100;0.5;0.7625607
17;100;0.51;0.8263668
17;100;0.52;0.8374397
17;100;0.53;0.94436014
17;100;0.54;0.9465052
17;100;0.55;0.97373724
17;100;0.56;0.9710381
17;100;0.57;0.9778202
17;100;0.58;0.99013865
17;100;0.59;0.98788923
17;100;0.6;0.99553645
17;100;0.61;0.9940832
17;100;0.62;0.99508667
17;100;0.63;0.99622846
17;100;0.64;0.99622846
17;100;0.65;0.99719733
17;100;0.66;0.99782014
17;100;0.67;0.9994464
17;100;0.68;0.99868524
17;100;0.69;0.9985122
17;100;0.7;0.999308
17;100;0.71;0.9995848
17;100;0.72;0.9997232
17;100;0.73;0.9995848
17;100;0.74;0.99944633
17;100;0.75;0.9995848
17;100;0.76;0.9995156
17;100;0.77;0.9998616
17;100;0.78;1.0
17;100;0.79;0.9998616
17;100;0.8;1.0
17;100;0.81;0.9998616
17;100;0.82;0.9998616
17;100;0.83;1.0
17;100;0.84;1.0
17;100;0.85;1.0
17;100;0.86;1.0
17;100;0.87;1.0
17;100;0.88;1.0
17;100;0.89;1.0
17;100;0.9;1.0
17;100;0.91;1.0
17;100;0.92;1.0
17;100;0.93;1.0
17;100;0.94;1.0
17;100;0.95;1.0
17;100;0.96;1.0
17;100;0.97;1.0
17;100;0.98;0.9998616
17;100;0.99;1.0
17;100;1.0;1.0
18;100;0.0;1.0
18;100;0.01;0.9714503
18;100;0.02;0.90540093
18;100;0.03;0.80283946
18;100;0.04;0.7302778
18;100;0.05;0.61583364
18;100;0.06;0.52466065
18;100;0.07;0.48787045
18;100;0.08;0.37493837
18;100;0.09;0.32429013
18;100;0.1;0.25734562
18;100;0.11;0.22861108
18;100;0.12;0.18354931
18;100;0.13;0.15234566
18;100;0.14;0.1271296
18;100;0.15;0.11037036
18;100;0.16;0.08311727
18;100;0.17;0.07089503
18;100;0.18;0.063827164
18;100;0.19;0.04487654
18;100;0.2;0.035586428
18;100;0.21;0.033981487
18;100;0.22;0.022037044
18;100;0.23;0.024351854
18;100;0.24;0.013024693
18;100;0.25;0.013086421
18;100;0.26;0.0063580247
18;100;0.27;0.014567902
18;100;0.28;0.0075925933
18;100;0.29;0.008611112
18;100;0.3;0.007685186
18;100;0.31;0.009413582
18;100;0.32;0.011327161
18;100;0.33;0.012160496
18;100;0.34;0.017006177
18;100;0.35;0.023765434
18;100;0.36;0.02617284
18;100;0.37;0.026882717
18;100;0.38;0.054475296
18;100;0.39;0.058641966
18;100;0.4;0.07296297
18;100;0.41;0.09503086
18;100;0.42;0.116728365
18;100;0.43;0.19191359
18;100;0.44;0.23675928
18;100;0.45;0.28796285
18;100;0.46;0.33466053
18;100;0.47;0.45410496
18;100;0.48;0.55617285
18;100;0.49;0.6710494
18;100;0.5;0.7224076
18;100;0.51;0.75546294
18;100;0.52;0.80577177
18;100;0.53;0.8787036
18;100;0.54;0.9386111
18;100;0.55;0.9567595
18;100;0.56;0.9741979
18;100;0.57;0.984136
18;100;0.58;0.9880249
18;100;0.59;0.99262357
18;100;0.6;0.9924076
18;100;0.61;0.9934259
18;100;0.62;0.9974384
18;100;0.63;0.9944136
18;100;0.64;0.99802476
18;100;0.65;0.99802476
18;100;0.66;0.99774694
18;100;0.67;0.998889
18;100;0.68;0.9984261
18;100;0.69;0.99925935
18;100;0.7;0.9995062
18;100;0.71;0.99891984
18;100;0.72;0.99950624
18;100;0.73;0.99925923
18;100;0.74;0.9996297
18;100;0.75;1.0
18;100;0.76;0.9997531
18;100;0.77;0.9997531
18;100;0.78;1.0
18;100;0.79;1.0
18;100;0.8;1.0
18;100;0.81;0.99987656
18;100;0.82;1.0
18;100;0.83;1.0
18;100;0.84;0.9997531
18;100;0.85;1.0
18;100;0.86;1.0
18;100;0.87;1.0
18;100;0.88;1.0
18;100;0.89;1.0
18;100;0.9;0.99987656
18;100;0.91;0.99987656
18;100;0.92;1.0
18;100;0.93;1.0
18;100;0.94;1.0
18;100;0.95;1.0
18;100;0.96;1.0
18;100;0.97;1.0
18;100;0.98;1.0
18;100;0.99;1.0
18;100;1.0;1.0
19;100;0.0;1.0
19;100;0.01;0.96440446
19;100;0.02;0.9063434
19;100;0.03;0.8034624
19;100;0.04;0.70238227
19;100;0.05;0.6119667
19;100;0.06;0.5420222
19;100;0.07;0.46434897
19;100;0.08;0.36814412
19;100;0.09;0.3051801
19;100;0.1;0.26229915
19;100;0.11;0.21573399
19;100;0.12;0.17831025
19;100;0.13;0.14590025
19;100;0.14;0.119445965
19;100;0.15;0.08368421
19;100;0.16;0.07795015
19;100;0.17;0.072105244
19;100;0.18;0.052382264
19;100;0.19;0.037368424
19;100;0.2;0.033878118
19;100;0.21;0.020470917
19;100;0.22;0.024459833
19;100;0.23;0.016454294
19;100;0.24;0.01166205
19;100;0.25;0.010166204
19;100;0.26;0.007368421
19;100;0.27;0.0062880884
19;100;0.28;0.0058448757
19;100;0.29;0.0066759004
19;100;0.3;0.004903048
19;100;0.31;0.010914128
19;100;0.32;0.00734072
19;100;0.33;0.011606646
19;100;0.34;0.0129362885
19;100;0.35;0.012022162
19;100;0.36;0.022548482
19;100;0.37;0.02360111
19;100;0.38;0.024127426
19;100;0.39;0.029224379
19;100;0.4;0.06592798
19;100;0.41;0.07481995
19;100;0.42;0.08770082
19;100;0.43;0.14263159
19;100;0.44;0.18792243
19;100;0.45;0.20440441
19;100;0.46;0.31188354
19;100;0.47;0.42130208
19;100;0.48;0.51814395
19;100;0.49;0.6200554
19;100;0.5;0.6834903
19;100;0.51;0.7577839
19;100;0.52;0.84376746
19;100;0.53;0.88357353
19;100;0.54;0.93030477
19;100;0.55;0.95894754
19;100;0.56;0.95939064
19;100;0.57;0.99260414
19;100;0.58;0.98556787
19;100;0.59;0.98390585
19;100;0.6;0.9947369
19;100;0.61;0.99554026
19;100;0.62;0.9969806
19;100;0.63;0.9967313
19;100;0.64;0.9969806
19;100;0.65;0.99742377
19;100;0.66;0.9984488
19;100;0.67;0.99889207
19;100;0.68;0.9988921
19;100;0.69;0.998892
19;100;0.7;0.998892
19;100;0.71;0.9991412
19;100;0.72;0.9998892
19;100;0.73;0.999446
19;100;0.74;0.99977845
19;100;0.75;0.999446
19;100;0.76;0.9998892
19;100;0.77;0.9998892
19;100;0.78;1.0
19;100;0.79;0.99977845
19;100;0.8;1.0
19;100;0.81;1.0
19;100;0.82;0.9998892
19;100;0.83;1.0
19;100;0.84;1.0
19;100;0.85;1.0
19;100;0.86;1.0
19;100;0.87;1.0
19;100;0.88;1.0
19;100;0.89;1.0
19;100;0.9;1.0
19;100;0.91;1.0
19;100;0.92;1.0
19;100;0.93;1.0
19;100;0.94;1.0
19;100;0.95;1.0
19;100;0.96;1.0
19;100;0.97;1.0
19;100;0.98;1.0
19;100;0.99;1.0
19;100;1.0;1.0
20;100;0.0;1.0
20;100;0.01;0.9564252
20;100;0.02;0.89982504
20;100;0.03;0.7788998
20;100;0.04;0.69862497
20;100;0.05;0.6024251
20;100;0.06;0.4817251
20;100;0.07;0.440425
20;100;0.08;0.34080002
20;100;0.09;0.27392495
20;100;0.1;0.23574997
20;100;0.11;0.17999998
20;100;0.12;0.15692501
20;100;0.13;0.13712502
20;100;0.14;0.08997502
20;100;0.15;0.06672502
20;100;0.16;0.056574993
20;100;0.17;0.05102501
20;100;0.18;0.045525003
20;100;0.19;0.029999994
20;100;0.2;0.023399998
20;100;0.21;0.021424994
20;100;0.22;0.015999997
20;100;0.23;0.009975
20;100;0.24;0.011074999
20;100;0.25;0.004375
20;100;0.26;0.0046749995
20;100;0.27;0.0075750006
20;100;0.28;0.00575
20;100;0.29;0.0037749999
20;100;0.3;0.0037999994
20;100;0.31;0.0037249995
20;100;0.32;0.01125
20;100;0.33;0.0066499985
20;100;0.34;0.006299998
20;100;0.35;0.012150001
20;100;0.36;0.017500002
20;100;0.37;0.020975009
20;100;0.38;0.029925006
20;100;0.39;0.021550007
20;100;0.4;0.036450014
20;100;0.41;0.058450006
20;100;0.42;0.049950004
20;100;0.43;0.113950014
20;100;0.44;0.146725
20;100;0.45;0.17480001
20;100;0.46;0.22282499
20;100;0.47;0.36935005
20;100;0.48;0.472425
20;100;0.49;0.47842503
20;100;0.5;0.59404993
20;100;0.51;0.743325
20;100;0.52;0.83959997
20;100;0.53;0.92175025
20;100;0.54;0.9194999
20;100;0.55;0.9679751
20;100;0.56;0.97252494
20;100;0.57;0.9805999
20;100;0.58;0.98647517
20;100;0.59;0.99202514
20;100;0.6;0.9917
20;100;0.61;0.9958999
20;100;0.62;0.9966248
20;100;0.63;0.99737495
20;100;0.64;0.9965749
20;100;0.65;0.99834996
20;100;0.66;0.9986
20;100;0.67;0.9989749
20;100;0.68;0.99917495
20;100;0.69;0.9993
20;100;0.7;0.9995
20;100;0.71;0.99939996
20;100;0.72;0.99929994
20;100;0.73;0.9999
20;100;0.74;1.0
20;100;0.75;1.0
20;100;0.76;1.0
20;100;0.77;0.9998
20;100;0.78;1.0
20;100;0.79;0.9999
20;100;0.8;1.0
20;100;0.81;0.99979997
20;100;0.82;1.0
20;100;0.83;1.0
20;100;0.84;0.99990004
20;100;0.85;1.0
20;100;0.86;1.0
20;100;0.87;0.99990004
20;100;0.88;1.0
20;100;0.89;1.0
20;100;0.9;0.99990004
20;100;0.91;1.0
20;100;0.92;1.0
20;100;0.93;1.0
20;100;0.94;1.0
20;100;0.95;1.0
20;100;0.96;1.0
20;100;0.97;1.0
20;100;0.98;1.0
20;100;0.99;1.0
20;100;1.0;1.0
21;100;0.0;1.0
21;100;0.01;0.9580275
21;100;0.02;0.8737866
21;100;0.03;0.7829931
21;100;0.04;0.68106574
21;100;0.05;0.5664853
21;100;0.06;0.46077096
21;100;0.07;0.38539687
21;100;0.08;0.2956463
21;100;0.09;0.25580493
21;100;0.1;0.2022449
21;100;0.11;0.15682538
21;100;0.12;0.13990928
21;100;0.13;0.101632655
21;100;0.14;0.080589555
21;100;0.15;0.06569158
21;100;0.16;0.057278905
21;100;0.17;0.03401362
21;100;0.18;0.0297279
21;100;0.19;0.022902498
21;100;0.2;0.019455789
21;100;0.21;0.013809527
21;100;0.22;0.012585036
21;100;0.23;0.0067800456
21;100;0.24;0.0064399093
21;100;0.25;0.005668934
21;100;0.26;0.0034013607
21;100;0.27;0.0046485257
21;100;0.28;0.0023129254
21;100;0.29;0.0010204082
21;100;0.3;0.0026303856
21;100;0.31;0.0033106569
21;100;0.32;0.0019274376
21;100;0.33;0.004217687
21;100;0.34;0.005986394
21;100;0.35;0.009750568
21;100;0.36;0.0127437655
21;100;0.37;0.011201815
21;100;0.38;0.0176644
21;100;0.39;0.025147395
21;100;0.4;0.03253968
21;100;0.41;0.037732434
21;100;0.42;0.060680266
21;100;0.43;0.088390015
21;100;0.44;0.11498863
21;100;0.45;0.17528349
21;100;0.46;0.21097508
21;100;0.47;0.31653062
21;100;0.48;0.3222449
21;100;0.49;0.47834462
21;100;0.5;0.586372
21;100;0.51;0.68405896
21;100;0.52;0.8233561
21;100;0.53;0.8749207
21;100;0.54;0.9325848
21;100;0.55;0.96718806
21;100;0.56;0.9813377
21;100;0.57;0.98789096
21;100;0.58;0.99195
21;100;0.59;0.987188
21;100;0.6;0.9940589
21;100;0.61;0.9964626
21;100;0.62;0.9974602
21;100;0.63;0.9973469
21;100;0.64;0.9976417
21;100;0.65;0.9986621
21;100;0.66;0.99863935
21;100;0.67;0.9992743
21;100;0.68;0.9990022
21;100;0.69;0.99972785
21;100;0.7;0.9995011
